SeatMap,VerticalGridNumber,HorizontalGridNumber,ItemType,Seat Number,SeatLetter,CabinType,SellableSeatCategory,PermanentlyBlocked,Sellable,EliteZone,Bulkhead,Exit,LimitedRecline,MoveableArmrest,Aisle,Middle,Window,LeftAisle,LeftMiddle,LeftWindow,RightAisle,RightMiddle,RightWindow,CenterAisle,CenterMiddle,Under15YrsOld,PetInCabin,PrisonerGuard,DisabledPassenger,LapInfant
77W,1043,7,SEAT,42,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1043,8,SEAT,42,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1043,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1043,10,SEAT,42,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1043,11,SEAT,42,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1043,12,SEAT,42,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1044,1,SEAT,43,A,Y,,X,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1044,2,SEAT,43,B,Y,,X,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1044,3,SEAT,43,C,Y,,X,,,,,,X,X,,,X,,,,,,,,X,X,X,X,X
77W,1044,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1044,5,SEAT,43,D,Y,,X,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1044,6,SEAT,43,E,Y,,X,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1044,7,SEAT,43,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1044,8,SEAT,43,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1044,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1044,10,SEAT,43,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1044,11,SEAT,43,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1044,12,SEAT,43,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1045,1,SEAT,44,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1045,2,SEAT,44,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1045,3,SEAT,44,C,Y,StandardPrimePlus,,,,,,,X,X,,,X,,,,,,,,X,X,X,X,X
77W,1045,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1045,5,SEAT,44,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1045,6,SEAT,44,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1045,7,SEAT,44,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1045,8,SEAT,44,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1045,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1045,10,SEAT,44,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1045,11,SEAT,44,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1045,12,SEAT,44,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1046,1,SEAT,45,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1046,2,SEAT,45,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1046,3,SEAT,45,C,Y,StandardPrimePlus,,,,,,,X,X,,,X,,,,,,,,X,X,X,X,X
77W,1046,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1046,5,SEAT,45,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1046,6,SEAT,45,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1046,7,SEAT,45,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1046,8,SEAT,45,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1046,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1046,10,SEAT,45,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1046,11,SEAT,45,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1046,12,SEAT,45,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1047,1,SEAT,46,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1047,2,SEAT,46,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1047,3,SEAT,46,C,Y,StandardPrimePlus,,,,,,,X,X,,,X,,,,,,,,X,X,X,X,X
77W,1047,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1047,5,SEAT,46,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1047,6,SEAT,46,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1047,7,SEAT,46,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1047,8,SEAT,46,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1047,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1047,10,SEAT,46,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1047,11,SEAT,46,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1047,12,SEAT,46,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1048,1,SEAT,47,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1048,2,SEAT,47,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1048,3,SEAT,47,C,Y,StandardPrimePlus,,,,,,,X,X,,,X,,,,,,,,X,X,X,X,X
77W,1048,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1048,5,SEAT,47,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1048,6,SEAT,47,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1048,7,SEAT,47,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1048,8,SEAT,47,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1048,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1048,10,SEAT,47,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1048,11,SEAT,47,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1048,12,SEAT,47,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1049,1,SEAT,48,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1049,2,SEAT,48,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1049,3,SEAT,48,C,Y,StandardPrimePlus,,,,,,,X,X,,,X,,,,,,,,X,X,X,X,X
77W,1049,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1049,5,SEAT,48,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1049,6,SEAT,48,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1049,7,SEAT,48,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1049,8,SEAT,48,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1049,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1049,10,SEAT,48,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1049,11,SEAT,48,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1049,12,SEAT,48,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1050,1,SEAT,49,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1050,2,SEAT,49,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1050,3,SEAT,49,C,Y,StandardPrimePlus,,,,,,,X,X,,,X,,,,,,,,X,X,X,X,X
77W,1050,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1050,5,SEAT,49,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1050,6,SEAT,49,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1050,7,SEAT,49,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1050,8,SEAT,49,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1050,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1050,10,SEAT,49,J,Y,StandardPrimePlus,,,,,,,X,X,,,,,,X,,,,,X,X,X,X,X
77W,1050,11,SEAT,49,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1050,12,SEAT,49,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1051,1,SEAT,50,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1051,2,SEAT,50,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1051,3,SPACER,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1051,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1051,5,SEAT,50,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1051,6,SEAT,50,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1051,7,SEAT,50,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1051,8,SEAT,50,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1051,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1051,10,SPACER,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1051,11,SEAT,50,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1051,12,SEAT,50,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1052,1,SEAT,51,A,Y,StandardPrimePlus,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
77W,1052,2,SEAT,51,B,Y,StandardPrimePlus,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
77W,1052,3,SPACER,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1052,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1052,5,SEAT,51,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1052,6,SEAT,51,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1052,7,SEAT,51,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1052,8,SEAT,51,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1052,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1052,10,SPACER,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1052,11,SEAT,51,K,Y,StandardPrimePlus,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
77W,1052,12,SEAT,51,L,Y,StandardPrimePlus,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
77W,1053,1,LAV,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1053,2,LAV,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1053,3,LAV,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1053,4,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1053,5,SEAT,52,D,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1053,6,SEAT,52,E,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1053,7,SEAT,52,F,Y,StandardPrimePlus,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
77W,1053,8,SEAT,52,G,Y,StandardPrimePlus,,,,,,,X,X,,,,,,,,,X,,X,X,X,X,X
77W,1053,9,AISLE,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1053,10,LAV,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1053,11,LAV,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,1053,12,LAV,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,1,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,2,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,3,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,4,AISLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,5,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,6,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,7,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,8,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,9,AISLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,10,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,11,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3000,12,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,1,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,2,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,3,AISLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,4,SPACER,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,5,SPACER,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,6,SPACER,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,7,SPACER,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,8,SPACER,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,9,AISLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,10,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,11,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3001,12,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,1,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,2,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,3,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,4,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,5,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,6,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,7,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,8,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,9,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,10,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,11,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
77W,3002,12,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
