SeatMap,VerticalGridNumber,HorizontalGridNumber,ItemType,Seat Number,SeatLetter,CabinType,SellableSeatCategory,PermanentlyBlocked,Sellable,EliteZone,Bulkhead,Exit,LimitedRecline,MoveableArmrest,Aisle,Middle,Window,LeftAisle,LeftMiddle,LeftWindow,RightAisle,RightMiddle,RightWindow,CenterAisle,CenterMiddle,Under15YrsOld,PetInCabin,PrisonerGuard,DisabledPassenger,LapInfant
B3A,3000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3001,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3001,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3001,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3002,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3002,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3002,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3002,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A,3002,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
