SeatMap,VerticalGridNumber,HorizontalGridNumber,ItemType,Seat Number,SeatLetter,CabinType,SellableSeatCategory,PermanentlyBlocked,Sellable,EliteZone,Bulkhead,Exit,LimitedRecline,MoveableArmrest,Aisle,Middle,Window,LeftAisle,LeftMiddle,LeftWindow,RightAisle,RightMiddle,RightWindow,CenterAisle,CenterMiddle,Under15YrsOld,PetInCabin,PrisonerGuard,DisabledPassenger,LapInfant
U7R,1027,3,SEAT,24,C,Y,PrimePlus,,X,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1027,4,AISLE,24,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1027,5,SEAT,24,D,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1027,6,SEAT,24,E,Y,PrimePlus,,X,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1027,7,SEAT,24,G,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1027,8,AISLE,24,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1027,9,SEAT,24,H,Y,PrimePlus,,X,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1027,10,SEAT,24,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1027,11,SEAT,24,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1028,1,SEAT,25,A,Y,PrimePlus,,X,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1028,2,SEAT,25,B,Y,PrimePlus,,X,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1028,3,SEAT,25,C,Y,PrimePlus,,X,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1028,4,AISLE,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1028,5,SEAT,25,D,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1028,6,SEAT,25,E,Y,PrimePlus,,X,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1028,7,SEAT,25,G,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1028,8,AISLE,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1028,9,SEAT,25,H,Y,PrimePlus,,X,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1028,10,SEAT,25,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1028,11,SEAT,25,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1029,1,SEAT,26,A,Y,PrimePlus,,X,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1029,2,SEAT,26,B,Y,PrimePlus,,X,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1029,3,SEAT,26,C,Y,PrimePlus,,X,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1029,4,AISLE,26,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1029,5,SEAT,26,D,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1029,6,SEAT,26,E,Y,PrimePlus,,X,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1029,7,SEAT,26,G,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1029,8,AISLE,26,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1029,9,SEAT,26,H,Y,PrimePlus,,X,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1029,10,SEAT,26,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1029,11,SEAT,26,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1030,1,SEAT,27,A,Y,PrimePlus,,X,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1030,2,SEAT,27,B,Y,PrimePlus,,X,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1030,3,SEAT,27,C,Y,PrimePlus,,X,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1030,4,AISLE,27,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1030,5,SEAT,27,D,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1030,6,SEAT,27,E,Y,PrimePlus,,X,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1030,7,SEAT,27,G,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1030,8,AISLE,27,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1030,9,SEAT,27,H,Y,PrimePlus,,X,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1030,10,SEAT,27,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1030,11,SEAT,27,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1031,1,SEAT,28,A,Y,PrimePlus,,X,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1031,2,SEAT,28,B,Y,PrimePlus,,X,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1031,3,SEAT,28,C,Y,PrimePlus,,X,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1031,4,AISLE,28,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1031,5,SEAT,28,D,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1031,6,SEAT,28,E,Y,PrimePlus,,X,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1031,7,SEAT,28,G,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1031,8,AISLE,28,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1031,9,SEAT,28,H,Y,PrimePlus,,X,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1031,10,SEAT,28,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1031,11,SEAT,28,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1032,1,SEAT,29,A,Y,PrimePlus,,X,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1032,2,SEAT,29,B,Y,PrimePlus,,X,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1032,3,SEAT,29,C,Y,PrimePlus,,X,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1032,4,AISLE,29,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1032,5,SEAT,29,D,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1032,6,SEAT,29,E,Y,PrimePlus,,X,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1032,7,SEAT,29,G,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1032,8,AISLE,29,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1032,9,SEAT,29,H,Y,PrimePlus,,X,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1032,10,SEAT,29,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1032,11,SEAT,29,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1033,1,SEAT,30,A,Y,PrimePlus,,X,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1033,2,SEAT,30,B,Y,PrimePlus,,X,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1033,3,SEAT,30,C,Y,PrimePlus,,X,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1033,4,AISLE,30,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1033,5,SEAT,30,D,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1033,6,SEAT,30,E,Y,PrimePlus,,X,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1033,7,SEAT,30,G,Y,PrimePlus,,X,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1033,8,AISLE,30,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1033,9,SEAT,30,H,Y,PrimePlus,,X,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1033,10,SEAT,30,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1033,11,SEAT,30,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1034,1,SEAT,31,A,Y,PrimePlus,,X,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1034,2,SEAT,31,B,Y,PrimePlus,,X,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1034,3,SPACER,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1034,4,AISLE,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1034,5,LAV,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1034,6,LAV,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1034,7,LAV,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1034,8,AISLE,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1034,9,SPACER,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1034,10,SEAT,31,J,Y,PrimePlus,,X,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1034,11,SEAT,31,K,Y,PrimePlus,,X,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1035,1,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,2,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,3,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,4,AISLE,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,5,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,6,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,7,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,8,AISLE,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,9,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,10,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1035,11,EXIT,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1036,1,E SEAT,33,A,Y,PrimePlusExit,,X,,,X,,,,,X,,,X,,,,,,,,,,
U7R,1036,2,E SEAT,33,B,Y,PrimePlusExit,,X,,,X,,,,X,,,X,,,,,,,,,,,
U7R,1036,3,E SEAT,33,C,Y,PrimePlusExit,,X,,,X,,,X,,,X,,,,,,,,,,,,
U7R,1036,4,AISLE,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1036,5,LAV,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1036,6,LAV,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1036,7,LAV,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1036,8,AISLE,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1036,9,E SEAT,33,H,Y,PrimePlusExit,,X,,,X,,,X,,,,,,X,,,,,,,,,
U7R,1036,10,E SEAT,33,J,Y,PrimePlusExit,,X,,,X,,,,X,,,,,,X,,,,,,,,
U7R,1036,11,E SEAT,33,K,Y,PrimePlusExit,,X,,,X,,,,,X,,,,,,X,,,,,,,
U7R,1037,1,SEAT,34,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1037,2,SEAT,34,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1037,3,SEAT,34,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1037,4,AISLE,34,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1037,5,SEAT,34,D,Y,PrimeBulkhead,,X,,X,,,,X,,,,,,,,,X,,X,,X,X,X
U7R,1037,6,SEAT,34,E,Y,PrimeBulkhead,,X,,X,,,,,X,,,,,,,,,X,X,,X,X,X
U7R,1037,7,SEAT,34,G,Y,PrimeBulkhead,,X,,X,,,,X,,,,,,,,,X,,X,,X,X,X
U7R,1037,8,AISLE,34,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1037,9,SEAT,34,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1037,10,SEAT,34,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1037,11,SEAT,34,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1038,1,SEAT,35,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1038,2,SEAT,35,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1038,3,SEAT,35,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1038,4,AISLE,35,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1038,5,SEAT,35,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1038,6,SEAT,35,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1038,7,SEAT,35,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1038,8,AISLE,35,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1038,9,SEAT,35,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1038,10,SEAT,35,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1038,11,SEAT,35,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1039,1,SEAT,36,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1039,2,SEAT,36,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1039,3,SEAT,36,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1039,4,AISLE,36,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1039,5,SEAT,36,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1039,6,SEAT,36,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1039,7,SEAT,36,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1039,8,AISLE,36,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1039,9,SEAT,36,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1039,10,SEAT,36,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1039,11,SEAT,36,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1040,1,SEAT,37,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1040,2,SEAT,37,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1040,3,SEAT,37,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1040,4,AISLE,37,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1040,5,SEAT,37,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1040,6,SEAT,37,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1040,7,SEAT,37,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1040,8,AISLE,37,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1040,9,SEAT,37,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1040,10,SEAT,37,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1040,11,SEAT,37,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1041,1,SEAT,38,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1041,2,SEAT,38,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1041,3,SEAT,38,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1041,4,AISLE,38,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1041,5,SEAT,38,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1041,6,SEAT,38,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1041,7,SEAT,38,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1041,8,AISLE,38,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1041,9,SEAT,38,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1041,10,SEAT,38,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1041,11,SEAT,38,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1042,1,SEAT,39,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1042,2,SEAT,39,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1042,3,SEAT,39,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1042,4,AISLE,39,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1042,5,SEAT,39,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1042,6,SEAT,39,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1042,7,SEAT,39,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1042,8,AISLE,39,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1042,9,SEAT,39,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1042,10,SEAT,39,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1042,11,SEAT,39,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1043,1,SEAT,40,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1043,2,SEAT,40,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1043,3,SEAT,40,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1043,4,AISLE,40,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1043,5,SEAT,40,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1043,6,SEAT,40,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1043,7,SEAT,40,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1043,8,AISLE,40,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1043,9,SEAT,40,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1043,10,SEAT,40,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1043,11,SEAT,40,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1044,1,SEAT,41,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1044,2,SEAT,41,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1044,3,SEAT,41,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1044,4,AISLE,41,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1044,5,SEAT,41,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1044,6,SEAT,41,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1044,7,SEAT,41,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1044,8,AISLE,41,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1044,9,SEAT,41,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1044,10,SEAT,41,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1044,11,SEAT,41,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1045,1,SEAT,42,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1045,2,SEAT,42,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1045,3,SEAT,42,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1045,4,AISLE,42,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1045,5,SEAT,42,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1045,6,SEAT,42,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1045,7,SEAT,42,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1045,8,AISLE,42,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1045,9,SEAT,42,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1045,10,SEAT,42,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1045,11,SEAT,42,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1046,1,SEAT,43,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1046,2,SEAT,43,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1046,3,SEAT,43,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1046,4,AISLE,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1046,5,SEAT,43,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1046,6,SEAT,43,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1046,7,SEAT,43,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1046,8,AISLE,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1046,9,SEAT,43,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1046,10,SEAT,43,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1046,11,SEAT,43,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1047,1,SEAT,44,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1047,2,SEAT,44,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1047,3,SEAT,44,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1047,4,AISLE,44,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1047,5,SEAT,44,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1047,6,SEAT,44,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1047,7,SEAT,44,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1047,8,AISLE,44,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1047,9,SEAT,44,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1047,10,SEAT,44,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1047,11,SEAT,44,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1048,1,SEAT,45,A,Y,,,,,,,,,,,X,,,X,,,,,,X,X,X,X,X
U7R,1048,2,SEAT,45,B,Y,,,,,,,,,,X,,,X,,,,,,,X,X,X,X,X
U7R,1048,3,SEAT,45,C,Y,,,,,,,,,X,,,X,,,,,,,,X,X,X,X,X
U7R,1048,4,AISLE,45,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1048,5,SEAT,45,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1048,6,SEAT,45,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1048,7,SEAT,45,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1048,8,AISLE,45,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1048,9,SEAT,45,H,Y,,,,,,,,,X,,,,,,X,,,,,X,X,X,X,X
U7R,1048,10,SEAT,45,J,Y,,,,,,,,,,X,,,,,,X,,,,X,X,X,X,X
U7R,1048,11,SEAT,45,K,Y,,,,,,,,,,,X,,,,,,X,,,X,X,X,X,X
U7R,1049,1,LAV,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1049,2,LAV,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1049,3,LAV,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1049,4,AISLE,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1049,5,SEAT,46,D,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1049,6,SEAT,46,E,Y,,,,,,,,,,X,,,,,,,,,X,X,X,X,X,X
U7R,1049,7,SEAT,46,G,Y,,,,,,,,,X,,,,,,,,,X,,X,X,X,X,X
U7R,1049,8,AISLE,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1049,9,LAV,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1049,10,LAV,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,1049,11,LAV,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,1,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,2,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,3,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,4,AISLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,5,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,6,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,7,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,8,AISLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,9,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,10,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3000,11,EXIT,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3001,1,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3001,2,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3001,3,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3001,4,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3001,5,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3001,6,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7R,3001,7,GALLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,
